School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Cluster,Gifted_Prob,Gifted
8,2,43,40.0,2.0,3,16,2,1,25.0,25.0,-0.181585505,-0.478637631,0,0.23262280603153918,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,-0.181585505,-0.478637631,0,0.23262280603153918,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.489790207,-0.034511368,0,0.2324562381264666,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.195366166,-0.434372243,0,0.23194778495603366,0
6,1,29,40.0,2.0,3,23,2,2,8.7,26.08,-0.75909291,0.079914159,0,0.23161877490950983,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.167705098,-0.557069546,0,0.23122256763257346,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,-0.167705098,-0.557069546,0,0.23122256763257346,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.485358726,-0.042692377,0,0.23041043365389483,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,-0.300379143,-0.224681966,0,0.22990961494910242,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.248598372,-0.327308227,0,0.22684549577262647,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.248598372,-0.327308227,0,0.22684549577262647,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.586098499,4.82e-16,0,0.2242220232168959,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-0.586098499,4.82e-16,0,0.2242220232168959,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.366277593,-0.167686501,0,0.22275641166281637,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.573451091,-0.010699141,0,0.22241633143048542,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-0.447138855,-0.092644195,0,0.22238778139739213,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,-0.384024262,-0.156517813,0,0.22041553360253932,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.320368586,-0.234174718,0,0.22028512526545607,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-1.017556647,0.101830709,0,0.21769662496887732,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.172666698,-0.782461996,0,0.21736760847376613,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.334323512,-0.235238677,0,0.21513158336229846,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.460857224,-0.11628038,0,0.21067875652686768,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.195366166,-0.651558364,0,0.20987084047632681,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-0.209829835,-0.624564978,0,0.20450774385259607,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.432589799,-0.203683244,0,0.1924432072098059,0
6,5,33,40.0,2.0,6,20,1,2,10.0,15.0,-0.426088119,-0.211575986,0,0.1921951666938921,0
6,5,33,40.0,2.0,6,20,2,1,10.0,15.0,-0.426088119,-0.211575986,0,0.1921951666938921,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,-0.426088119,-0.211575986,0,0.1921951666938921,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.221498157,-0.91088972,0,0.19061408203683525,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.313558207,-0.387606934,0,0.1902851504700206,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.460749935,0,0.18961157796609868,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.460749935,0,0.18961157796609868,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.267286236,-0.532761057,0,0.18736867240625996,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-0.78355476,-0.01032557,0,0.18534184719900199,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.914543885,0.024450055,0,0.1850697804888541,0
1,4,4,40.0,2.0,5,21,1,2,33.33,4.76,-0.274196794,-1.279075463,0,0.18384753996341155,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.357667374,-0.342666472,0,0.1832577868283992,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.517028549,-0.159013116,0,0.1828819660984364,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.651570451,0.040033375,0,0.18260265705794826,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.533048952,-0.148202651,0,0.18231392715939687,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-0.339779055,-0.394622802,0,0.17973356923189668,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-0.253546276,-0.712547841,0,0.17842655165662435,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,-0.343592135,-0.394695643,0,0.17840657570056345,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,-1.128921574,0.040033375,0,0.17706776638559465,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.33152006,-0.455250616,0,0.17291499078858544,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.524958205,-2.093767675,0,0.16861578357681695,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.344948259,-0.460383813,0,0.16747137632610415,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.344948259,-0.460383813,0,0.16747137632610415,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.691124903,0,0.16615030008852127,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.334323512,-0.520001286,0,0.1631388292770486,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.282347799,-0.820504934,0,0.1613140689728664,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.691285835,-0.11628038,0,0.16034269727093253,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,-0.702334935,-0.110835386,0,0.16024485171702665,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.334323512,-1.374289114,0,0.15865636410306522,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.573451091,-0.224681966,0,0.15186130364521433,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.485358726,-0.327308227,0,0.14912685499731201,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-0.580752352,-0.237488099,0,0.14710701331049772,0
7,8,41,30.0,1.0,6,21,2,1,19.05,0.0,-0.313558207,-0.866415499,0,0.14690134465798355,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.866775041,-0.084121539,0,0.1458658713978502,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-0.397731796,-0.493801413,0,0.14564757528040714,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.341557476,-0.704329068,0,0.14318252628815692,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.357667374,-0.638605699,0,0.14258295873636972,0
7,1,34,30.0,1.0,3,23,2,1,8.7,4.35,-0.447138855,-0.447780274,0,0.13798902592665882,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.432589799,-0.487605341,0,0.13627471570722038,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-0.547905116,0,0.136163614287214,0
5,1,21,30.0,1.0,3,21,2,2,23.81,23.81,-0.489790207,-0.396880726,0,0.13508241418548905,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,-0.343592135,-0.986739108,0,0.13360064168616678,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,-1.161941086,-0.058545084,0,0.13054133355199948,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.480995983,-0.460749935,0,0.12719973545591232,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.533048952,-0.387606934,0,0.12642362229482154,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,-0.397731796,-0.691321979,0,0.1252616092626226,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.529285214,-0.404585357,0,0.12440554003067536,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.833551156,-0.166953467,0,0.12382836714769944,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.324684513,0,0.12195695833370919,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.649226783,-0.291644926,0,0.12138015030368227,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,-0.527117947,-0.434609548,0,0.12010477697193224,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-0.452837655,-0.595428518,0,0.11789223025139677,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.436915117,-0.652647615,0,0.1168432026369441,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.390732333,-1.085930607,0,0.11618128212546926,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.563496644,-0.415690689,0,0.11514591772917182,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-1.217566924,0,0.113528576858838,0
4,3,20,,,4,22,2,1,13.64,13.64,-1.219913512,-0.10146391,0,0.1118964268587034,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.787682673,-0.2377153,0,0.1116708870195213,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.411414654,-0.910932086,0,0.11019365503835883,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,-0.573451091,-0.43866479,0,0.10954265702344829,0
2,3,8,50.0,2.0,4,19,2,2,10.53,78.95,-0.503115295,-0.557069546,0,0.1094118063555423,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,-0.760638829,-0.26720544,0,0.10877239297187787,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.9634382,-0.177553066,0,0.10665386164702086,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,-0.426088119,-0.916829273,0,0.10547203761401565,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,-0.734187948,-0.308040036,0,0.10414636435005933,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.426037257,-1.031183181,0,0.10375025006933672,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.47675731,-0.704329068,0,0.10213986511398754,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-1.382571671,-0.11628038,0,0.101363204224463,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-0.452837655,-0.822773951,0,0.10122581664397544,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.517028549,-0.613336305,0,0.10030933505313665,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.517028549,-0.613336305,0,0.10030933505313665,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.517028549,-0.613336305,0,0.10030933505313665,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.661216779,-0.396880726,0,0.0998114803640571,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,-0.504404181,-0.665423048,0,0.09851469454164957,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.615941591,-0.460265885,0,0.09822971491855077,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.615941591,-0.460265885,0,0.09822971491855077,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.059396706,-0.179519363,0,0.09801624468031252,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,-0.542446115,-0.588860904,0,0.09718056493770409,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,-0.75909291,-0.328535985,0,0.09665539004802634,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,-1.961635378,0,0.0960165420729093,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-0.470261359,-0.95962362,0,0.09171701035841358,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.539001229,-0.665012315,0,0.09084354269828429,0
4,3,20,,,4,22,2,1,13.64,13.64,-0.813275675,-0.324684513,0,0.09027117205286778,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.524958205,-0.721742441,0,0.08951688289368372,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-0.884750323,-0.296280848,0,0.08741489308421174,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.942464845,-0.269212122,0,0.08699795195381793,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-0.554089897,-0.697797011,0,0.08509900018764131,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-0.560071305,-0.691321979,0,0.08438562201009278,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-0.528192343,-0.810246457,0,0.08335513214838897,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-0.811690137,-0.368083084,0,0.08295703468763503,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.988217297,-0.273501645,0,0.08198405023721209,0
9,2,50,20.0,0.0,3,20,1,2,15.0,15.0,-0.988217297,-0.273501645,0,0.08198405023721209,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.533048952,-0.866415499,0,0.07959946038908366,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.787682673,-0.409853965,0,0.07943576626958629,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.527117947,-0.920349632,0,0.0788331947997302,0
7,2,35,30.0,1.0,3,21,2,2,14.29,4.76,-0.603408159,-1.780458168,0,0.07822666512171275,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.517637632,-1.094006578,0,0.07753699377298774,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.901321784,-0.342666472,0,0.07729916677267816,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.783918998,-0.434609548,0,0.07637973064859316,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.539001229,-1.403914888,0,0.07625647456640987,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.533048952,-1.105819781,0,0.07375177172007186,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.779203218,-0.460265885,0,0.07354424592967333,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,-0.635926857,-0.659578962,0,0.07315443969634199,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.635926857,-0.659578962,0,0.07315443969634199,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.573451091,-0.86663044,0,0.07130358063650942,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.590638204,-0.804763896,0,0.07112802184493049,0
8,5,46,30.0,1.0,5,22,2,1,22.73,9.09,-0.580752352,-0.918975687,0,0.06780503248709409,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.797663402,-0.493678249,0,0.06723162531282241,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.866775041,-0.439301368,0,0.066418160191898,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.635926857,-1.745944312,0,0.06583319219210376,0
5,4,24,20.0,0.0,4,19,2,1,5.26,0.0,-1.324239645,-0.261711453,0,0.06449136642911016,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.867597135,-0.460383813,0,0.06366399567528921,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-0.658365902,-0.741977026,0,0.0636044794863429,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,-0.754512965,-0.592764593,0,0.062113647563930105,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.591449698,-1.072846964,0,0.06177854211003814,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,-0.960801001,0,0.06172385419556718,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.994346321,0,0.06010060721012842,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-0.925473444,-0.447780274,0,0.0597663838186212,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.547905116,0,0.059622072300239776,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-1.064068781,-0.370933017,0,0.059337831311967994,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-1.064068781,-0.370933017,0,0.059337831311967994,0
6,2,30,30.0,1.0,4,23,1,2,8.7,13.04,-0.846952896,-0.520001286,0,0.05895148251023389,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.190263358,-0.336598806,0,0.05705797480604168,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-0.313891249,0,0.05691590297708008,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-0.612363012,-1.216023005,0,0.05656233481683693,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.615941591,-1.224480941,0,0.05587870367706143,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-0.623480583,-1.170901678,0,0.05473851115384773,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-0.623480583,-1.170901678,0,0.05473851115384773,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,-0.92966968,-0.489876641,0,0.054502602445230544,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.747156979,-0.704329068,0,0.05414000527960472,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.716863096,-0.771527438,0,0.053651877892940215,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.019263242,-0.439301368,0,0.05334053059722464,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-0.658365902,-0.95962362,0,0.053288640179045554,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.635926857,-1.202761637,0,0.052361624314052585,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.735676174,-0.760792392,0,0.05193740516858215,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.681943128,-0.916877071,0,0.0513918581981794,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,-0.75909291,-0.736986129,0,0.050616732377192546,0
6,5,33,40.0,2.0,6,20,2,1,10.0,15.0,-0.650345024,-1.269455917,0,0.049736920910878515,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.765853149,-0.742611645,0,0.04950526970995231,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.472353741,-0.321196857,0,0.04918242820324464,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,-0.827222857,-0.665423048,0,0.04818214615393537,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.66679675,-1.436154906,0,0.0480995543629257,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-0.68630615,-1.513188513,0,0.04593381823941386,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.81311451,-0.73557699,0,0.04495524383229914,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.726990253,-0.953036643,0,0.04427239302204247,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-1.164640739,-0.447780274,0,0.04357431539760109,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.691285835,-1.279084179,0,0.043276866428224446,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,-0.691285835,-1.279084179,0,0.043276866428224446,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-0.903096963,-0.645746403,0,0.04280220034136157,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.797663402,-0.807837135,0,0.04253637156862057,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.873645765,-0.691124903,0,0.042163171480681605,0
3,2,13,,,4,22,2,1,40.9,13.64,-0.914543885,-0.647926464,0,0.04172769078929002,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.838525492,-0.753075497,0,0.04152545930444399,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,-0.722410814,-1.086363109,0,0.04129101504151473,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.75909291,-0.941211201,0,0.04098790200021148,0
9,6,54,30.0,1.0,6,21,1,2,38.1,9.52,-0.811690137,-0.822773951,0,0.040436876117733195,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,-2.348037625,-0.387987625,0,0.04017944898801752,0
6,4,32,30.0,1.0,5,23,2,2,26.09,26.09,-0.966933507,-0.618856306,0,0.03992097126668751,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.781188797,-0.914378856,0,0.03960830401014469,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-1.103267589,-0.520001286,0,0.0395428962346067,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.858999744,-0.771527438,0,0.0387114781631335,0
9,4,52,20.0,0.0,4,25,1,2,16.0,16.0,-0.921714447,-0.69768228,0,0.03788830278624474,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-0.846554851,-0.810246457,0,0.037844731202746965,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-1.190263358,-0.493678249,0,0.03762328715818999,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.765853149,-1.030074218,0,0.03760554911277205,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-1.005736105,-0.624564978,0,0.036902318547069074,0
1,5,5,30.0,1.0,5,20,1,2,36.84,5.2,-0.765408181,-1.082514538,0,0.03643105204838387,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,0,0.034873221586404816,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,0,0.034873221586404816,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.75909291,-1.349661345,0,0.03420981789865657,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.994346321,0,0.033888527044284716,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,-0.781188797,-1.214622659,0,0.03265266990310952,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-0.781464665,-1.52030285,0,0.032127988322713,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.997420589,-0.721742441,0,0.031376122592110735,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.783918998,-1.406089716,0,0.03135174829061719,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-0.811690137,-1.732155687,0,0.03126266050844219,0
7,5,38,30.0,1.0,5,21,1,2,23.8,9.5,-1.064068781,-0.659436474,0,0.03117810476540321,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.787682673,-1.442685956,0,0.030995229731273576,0
3,2,13,,,4,22,2,1,40.9,13.64,-0.798243507,-1.58925359,0,0.030779774229280573,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.867597135,-0.960801001,0,0.030289600890237495,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-1.170542618,-0.595428518,0,0.030210835844387465,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-1.004996248,-0.736986129,0,0.030117175546609393,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.808080145,-1.600490447,0,0.029752067564674457,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,-0.846523039,-1.080613264,0,0.02886818817184405,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-1.001136393,-0.771527438,0,0.02864067716306323,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.988217297,-0.820504934,0,0.02722884706176985,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,-1.410784076,-0.524330432,0,0.027212726539140707,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-0.599068324,0,0.027135345529897475,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-0.840701762,-1.216023005,0,0.027077097792196598,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-1.048176155,-0.754131295,0,0.02688140398437022,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.866413565,-1.106817678,0,0.026759815716181665,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-1.005736105,-0.810246457,0,0.026656863687997294,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.865668641,-1.219189244,0,0.02502760944074424,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.9634382,-0.921584964,0,0.02499390546724391,0
3,2,13,,,4,22,2,2,40.9,13.64,-0.914543885,-1.051352375,0,0.024512792112078303,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.97834901,-0.9311703,0,0.023829923719204133,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-1.15490805,-0.721742441,0,0.023534061921953224,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-1.161941086,-0.72595904,0,0.023052133888941586,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.98739517,-2.215221209,0,0.022377487784044667,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.882356813,-1.510488844,0,0.022126783964236046,0
2,3,8,50.0,2.0,4,19,2,2,10.53,78.95,-1.00623059,-0.949081449,0,0.021792077916018875,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.00623059,-0.949081449,0,0.021792077916018875,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.173935688,-0.753075497,0,0.02136698054071285,0
1,3,3,20.0,0.0,6,21,1,2,19.05,9.52,-0.917929414,-1.786963286,0,0.020864351222536465,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-1.037235386,-0.934544925,0,0.02067285527094615,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-1.105726471,-0.842373413,0,0.020575493804903134,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-1.367563164,-0.651558364,0,0.020132467849772392,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-1.034574989,-0.95962362,0,0.020097874271515454,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-1.164640739,-0.802916354,0,0.019705452915352906,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.997420589,-1.064748749,0,0.019416818422014474,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.921714447,-1.569785129,0,0.019239198453102062,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.059396706,-0.964916577,0,0.01882678003487496,0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,-1.069040512,-0.951146707,0,0.01877200320070111,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-1.170542618,-0.822773951,0,0.018769641365309873,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-1.170542618,-0.822773951,0,0.018769641365309873,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.353432699,-0.697797011,0,0.018247000594661666,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.037308105,-1.031183181,0,0.01822171197324937,0
3,2,13,,,4,22,2,2,40.9,13.64,-1.030844263,-1.051352375,0,0.018083491713436435,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-1.098700531,-0.935219041,0,0.017975414013101106,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.272221756,-0.764256954,0,0.0176675234661865,0
