School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted,AveAca_converted,AveSocio_converted
7,3,36,30,1,4,22,1,1,27.27,9.1,-0.470261359,-0.95962362,-0.617070037,0,0.140860722,0,2.255009356,1.811415473
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.787682673,-0.2377153,-0.622692461,0,0.138396931,0,1.941784062,2.610712193
6,1,29,40,2,3,23,1,2,8.7,26.08,-0.75909291,-0.328535985,-0.629925832,0,0.135280193,0,1.969995894,2.510155552
5,4,24,20,0,4,19,1,1,5.26,0,-0.866775041,-0.084121539,-0.63197899,0,0.13440631,0,1.863737222,2.780771168
3,2,13,,,4,22,1,1,40.9,13.64,-0.914543885,0.024450055,-0.632845703,0,0.134038836,0,1.816599839,2.900981611
7,8,41,30,1,6,21,1,1,19.05,0,-0.533048952,-0.866415499,-0.633058916,0,0.133948567,0,2.193051758,1.914615482
5,6,26,30,1,5,22,1,1,4.54,9.09,-0.833551156,-0.166953467,-0.633571849,0,0.133731611,0,1.896521918,2.689059677
7,4,37,30,1,4,21,2,1,23.8,0,-0.635926857,-0.659578962,-0.643022489,0,0.129786898,0,2.091533805,2.143624847
7,4,37,30,1,4,21,1,1,23.8,0,-0.635926857,-0.659578962,-0.643022489,0,0.129786898,0,2.091533805,2.143624847
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.527117947,-0.920349632,-0.645087452,0,0.128938187,0,2.19890436,1.854899623
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.334323512,-1.374289114,-0.646313193,0,0.128436628,0,2.389150229,1.352297937
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-1.217566924,-0.649916563,0,0.126971737,0,2.317791833,1.525820708
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.590638204,-0.804763896,-0.654875912,0,0.124978824,0,2.136223783,1.982876122
8,7,48,40,2,6,20,1,1,20,20,-0.573451091,-0.86663044,-0.661404896,0,0.122395852,0,2.153183698,1.9143775
4,3,20,,,4,22,2,1,13.64,13.64,-0.813275675,-0.324684513,-0.666698326,0,0.120335328,0,1.916529376,2.514419901
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.787682673,-0.409853965,-0.674334061,0,0.117415526,0,1.941784062,2.420120304
9,6,54,30,1,6,21,1,1,38.1,9.52,-0.811690137,-0.368083084,-0.678608021,0,0.115808017,0,1.918093954,2.466369013
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.783918998,-0.434609548,-0.679126163,0,0.115614433,0,1.945497984,2.392710928
2,2,7,40,2,3,19,1,1,5.26,63.15,-1.017556647,0.101830709,-0.68174044,0,0.114641966,0,1.714948811,2.986657453
8,5,46,30,1,5,22,2,1,22.73,9.09,-0.580752352,-0.918975687,-0.682219353,0,0.114464587,0,2.145978953,1.856420855
7,3,36,30,1,4,22,1,1,27.27,9.1,-0.658365902,-0.741977026,-0.683449239,0,0.114010153,0,2.069391383,2.05239373
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.779203218,-0.460265885,-0.683522018,0,0.113983311,0,1.950151426,2.364304238
9,2,50,20,0,3,20,1,1,15,15,-0.517637632,-1.094006578,-0.690548316,0,0.111417548,0,2.208259354,1.662626694
7,8,41,30,1,6,21,1,1,19.05,0,-0.533048952,-1.105819781,-0.704880201,0,0.106339469,0,2.193051758,1.649547118
2,6,11,30,1,6,20,1,2,15,20,-0.754512965,-0.592764593,-0.705988453,0,0.105955358,0,1.974515296,2.2176017
1,4,4,40,2,5,21,2,1,33.33,4.76,-0.797663402,-0.493678249,-0.706467856,0,0.105789579,0,1.931935269,2.327310077
3,1,12,40,2,3,20,1,1,20,10,-0.884750323,-0.296280848,-0.708209481,0,0.105189229,0,1.845999557,2.545868432
4,1,18,30,1,3,25,1,1,20,8,-0.606272697,-0.960801001,-0.712631188,0,0.103678451,0,2.120795964,1.810111877
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.994346321,-0.725273626,0,0.099463737,0,2.117160605,1.772970507
3,5,16,30,1,5,22,2,1,18.18,4.55,-0.9634382,-0.177553066,-0.72767266,0,0.098681261,0,1.768351862,2.677323804
7,4,37,30,1,4,21,1,1,23.8,0,-0.293504703,-1.745944312,-0.729236586,0,0.098174106,0,2.429429451,0.94080139
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.716863096,-0.771527438,-0.733262399,0,0.096879215,0,2.011667469,2.019675521
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.547905116,-0.733664507,0,0.096750714,0,1.916529376,2.267270102
1,5,5,30,1,5,20,1,1,36.84,5.2,-0.901321784,-0.342666472,-0.73372519,0,0.096731335,0,1.829647156,2.49451028
2,2,7,40,2,3,19,1,2,5.26,63.15,-0.747156979,-0.704329068,-0.734308606,0,0.096545196,0,1.981774043,2.09407754
3,6,17,30,1,4,22,1,1,9.1,9.09,-0.591449698,-1.072846964,-0.735868878,0,0.096048955,0,2.135423016,1.686054613
5,4,24,20,0,4,19,1,1,5.26,0,-0.866775041,-0.439301368,-0.738532939,0,0.095206893,0,1.863737222,2.387516146
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.942464845,-0.269212122,-0.740489028,0,0.094592797,0,1.789047968,2.575838919
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.735676174,-0.760792392,-0.743211039,0,0.093744117,0,1.993103082,2.031561361
4,1,18,30,1,3,25,1,1,20,8,-0.867597135,-0.460383813,-0.745433138,0,0.093056342,0,1.862925996,2.364173668
7,3,36,30,1,4,22,1,1,27.27,9.1,-0.658365902,-0.95962362,-0.748743217,0,0.09204017,0,2.069391383,1.811415473
6,2,30,30,1,4,23,1,2,8.7,13.04,-0.846952896,-0.520001286,-0.748867413,0,0.092002236,0,1.883297337,2.298165216
3,2,13,,,4,22,1,1,40.9,13.64,-0.681943128,-0.916877071,-0.752423311,0,0.090922057,0,2.046125827,1.858744442
6,1,29,40,2,3,23,1,2,8.7,26.08,-0.75909291,-0.736986129,-0.752460876,0,0.090910707,0,1.969995894,2.05791965
5,7,27,30,1,6,24,2,1,16.67,0,-0.765853149,-0.742611645,-0.758880698,0,0.088989486,0,1.963325019,2.05169108
9,2,50,20,0,3,20,1,1,15,15,-0.988217297,-0.273501645,-0.773802601,0,0.084664069,0,1.743900322,2.57108956
9,2,50,20,0,3,20,1,2,15,15,-0.988217297,-0.273501645,-0.773802601,0,0.084664069,0,1.743900322,2.57108956
4,1,18,30,1,3,25,1,2,20,8,-1.128921574,0.040033375,-0.778235089,0,0.083416249,0,1.605056027,2.918235459
8,2,43,40,2,3,16,1,1,25,25,-0.827222857,-0.665423048,-0.778682914,0,0.083291108,0,1.902766563,2.137154276
7,1,34,30,1,3,23,1,1,8.7,4.35,-0.925473444,-0.447780274,-0.782165493,0,0.082323708,0,1.805814759,2.378128303
2,5,10,20,0,6,19,1,2,15.79,42.1,-0.623480583,-1.170901678,-0.787706911,0,0.080805359,0,2.10381555,1.577488457
2,5,10,20,0,6,19,1,2,15.79,42.1,-0.623480583,-1.170901678,-0.787706911,0,0.080805359,0,2.10381555,1.577488457
3,5,16,30,1,5,22,2,1,18.18,4.55,-0.81311451,-0.73557699,-0.789853254,0,0.080224117,0,1.91668841,2.059479848
2,1,6,40,2,3,22,1,2,13.64,77.27,-0.612363012,-1.216023005,-0.79346101,0,0.079255664,0,2.114786157,1.527530135
3,6,17,30,1,4,22,1,1,9.1,9.09,-0.726990253,-0.953036643,-0.79480417,0,0.078897834,0,2.001674183,1.818708572
1,4,4,40,2,5,21,2,1,33.33,4.76,-1.059396706,-0.179519363,-0.795433503,0,0.078730679,0,1.67366184,2.67514672
9,5,53,30,1,5,20,1,2,5,20,-0.92966968,-0.489876641,-0.797731768,0,0.078122981,0,1.801673993,2.331519216
9,6,55,20,0,6,20,1,1,30,5,-0.539001229,-1.403914888,-0.798475327,0,0.077927288,0,2.187178164,1.319496287
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.615941591,-1.224480941,-0.798503396,0,0.07791991,0,2.111254884,1.51816551
1,4,4,40,2,5,21,2,1,33.33,4.76,-0.797663402,-0.807837135,-0.800715522,0,0.0773404,0,1.931935269,1.979473433
7,4,37,30,1,4,21,1,1,23.8,0,-0.635926857,-1.202761637,-0.805977291,0,0.07597773,0,2.091533805,1.542213118
2,3,8,50,2,4,19,1,2,10.53,78.95,-0.838525492,-0.753075497,-0.812890493,0,0.074220701,0,1.891613338,2.040105505
6,1,29,40,2,3,23,1,1,8.7,26.08,-0.75909291,-0.941211201,-0.813728397,0,0.074010287,0,1.969995894,1.831801699
9,6,54,30,1,6,21,1,2,38.1,9.52,-0.811690137,-0.822773951,-0.815015281,0,0.073688188,0,1.918093954,1.962935394
5,3,23,50,3,4,20,1,1,10,10,-0.873645765,-0.691124903,-0.818889506,0,0.072726228,0,1.856957323,2.108697188
4,2,19,30,1,4,22,1,1,22.73,9.09,-0.781188797,-0.914378856,-0.821145815,0,0.072171311,0,1.948192095,1.861510465
9,1,49,30,1,3,21,1,1,9.52,19.05,-0.903096963,-0.645746403,-0.825891795,0,0.071016741,0,1.827895443,2.158940253
2,5,10,20,0,6,19,1,1,15.79,42.1,-1.161941086,-0.058545084,-0.830922285,0,0.069811503,0,1.572473003,2.809089413
3,1,12,40,2,3,20,2,1,20,10,-0.722410814,-1.086363109,-0.831596503,0,0.069651407,0,2.006193086,1.671089541
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.858999744,-0.771527438,-0.832758052,0,0.069376384,0,1.871409737,2.019675521
3,2,13,,,4,22,2,1,40.9,13.64,-0.914543885,-0.647926464,-0.834558659,0,0.068952026,0,1.816599839,2.15652649
8,3,44,30,1,4,22,2,2,27.27,18.18,-0.846554851,-0.810246457,-0.835662333,0,0.0686931,0,1.88369012,1.976805832
6,5,33,40,2,6,20,2,1,10,15,-0.650345024,-1.269455917,-0.836078292,0,0.068595748,0,2.077306233,1.468369227
5,7,27,30,1,6,24,1,1,16.67,0,-0.765853149,-1.030074218,-0.84511947,0,0.066510902,0,1.963325019,1.733412587
5,4,24,20,0,4,19,1,1,5.26,0,-1.019263242,-0.439301368,-0.84527468,0,0.066475628,0,1.713264776,2.387516146
9,4,52,20,0,4,25,1,2,16,16,-0.921714447,-0.69768228,-0.854504797,0,0.064408753,0,1.809524065,2.101436862
9,3,51,20,0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,-0.855926868,0,0.064095653,0,1.89022431,1.884909206
9,3,51,20,0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,-0.855926868,0,0.064095653,0,1.89022431,1.884909206
7,5,38,30,1,5,21,1,1,23.8,9.5,-1.064068781,-0.370933017,-0.856128052,0,0.064051472,0,1.669051525,2.463213568
7,5,38,30,1,5,21,1,1,23.8,9.5,-1.064068781,-0.370933017,-0.856128052,0,0.064051472,0,1.669051525,2.463213568
1,5,5,30,1,5,20,1,2,36.84,5.2,-0.765408181,-1.082514538,-0.860540088,0,0.06308964,0,1.963764105,1.675350678
6,4,32,30,1,5,23,2,2,26.09,26.09,-0.966933507,-0.618856306,-0.862510347,0,0.062664462,0,1.76490276,2.188712962
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.994346321,-0.867596869,0,0.061579072,0,1.916529376,1.772970507
9,4,52,20,0,4,25,2,1,16,16,-0.691285835,-1.279084179,-0.867625338,0,0.061573046,0,2.036906622,1.457708818
9,4,52,20,0,4,25,1,1,16,16,-0.691285835,-1.279084179,-0.867625338,0,0.061573046,0,2.036906622,1.457708818
4,3,20,,,4,22,2,1,13.64,13.64,-1.219913512,-0.10146391,-0.884378631,0,0.058120885,0,1.515266919,2.761569699
8,3,44,30,1,4,22,2,2,27.27,18.18,-1.005736105,-0.624564978,-0.891384767,0,0.05673147,0,1.726613097,2.182392321
4,1,18,30,1,3,25,2,1,20,8,-0.867597135,-0.960801001,-0.895558295,0,0.055918623,0,1.862925996,1.810111877
1,4,4,40,2,5,21,2,1,33.33,4.76,-0.66679675,-1.436154906,-0.897604197,0,0.055524152,0,2.061071983,1.283800147
4,2,19,30,1,4,22,2,2,22.73,9.09,-0.781188797,-1.214622659,-0.911218956,0,0.052964773,0,1.948192095,1.529080598
9,3,51,20,0,4,24,2,1,29.17,4.17,-0.997420589,-0.721742441,-0.914717145,0,0.05232528,0,1.734818689,2.074797457
8,7,48,40,2,6,20,1,2,20,20,-0.846523039,-1.080613264,-0.916750107,0,0.051956983,0,1.883721511,1.677455768
6,1,29,40,2,3,23,1,1,8.7,26.08,-1.004996248,-0.736986129,-0.924593212,0,0.050558832,0,1.727343173,2.05791965
6,2,30,30,1,4,23,1,1,8.7,13.04,-1.103267589,-0.520001286,-0.928287698,0,0.049912582,0,1.63037089,2.298165216
3,3,14,20,0,5,23,2,1,26.09,4.3,-1.001136393,-0.771527438,-0.932253706,0,0.049227508,0,1.731152005,2.019675521
1,4,4,40,2,5,21,2,1,33.33,4.76,-1.190263358,-0.336598806,-0.934163992,0,0.048900706,0,1.544525125,2.501228398
7,1,34,30,1,3,23,1,1,8.7,4.35,-0.68630615,-1.513188513,-0.934370859,0,0.04886544,0,2.04182048,1.198508555
6,1,29,40,2,3,23,1,1,8.7,26.08,-0.75909291,-1.349661345,-0.936263441,0,0.048543906,0,1.969995894,1.379565797
9,2,50,20,0,3,20,1,1,15,15,-0.988217297,-0.820504934,-0.937903588,0,0.048266876,0,1.743900322,1.965447649
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.866413565,-1.106817678,-0.938534799,0,0.048160659,0,1.86409392,1.648442247
7,5,38,30,1,5,21,1,2,23.8,9.5,-1.064068781,-0.659436474,-0.942679089,0,0.047468747,0,1.669051525,2.143782609
8,3,44,30,1,4,22,1,1,27.27,18.18,-1.005736105,-0.810246457,-0.947089211,0,0.046742781,0,1.726613097,1.976805832
7,1,34,30,1,3,23,1,1,8.7,4.35,-1.164640739,-0.447780274,-0.9495826,0,0.046336996,0,1.569809036,2.378128303
3,5,16,30,1,5,22,1,1,18.18,4.55,-0.9634382,-0.921584964,-0.950882229,0,0.046126814,0,1.768351862,1.853531864
2,1,6,40,2,3,22,1,2,13.64,77.27,-0.840701762,-1.216023005,-0.953298135,0,0.045738498,0,1.889465837,1.527530135
3,2,13,,,4,22,2,2,40.9,13.64,-0.914543885,-1.051352375,-0.955586432,0,0.045373551,0,1.816599839,1.709853417
7,2,35,30,1,3,21,2,2,14.29,4.76,-0.603408159,-1.780458168,-0.956523162,0,0.045224954,0,2.123622635,0.902587657
1,3,3,20,0,6,21,1,1,19.05,9.52,-1.048176155,-0.754131295,-0.959962697,0,0.044683279,0,1.684734065,2.038936526
7,4,37,30,1,4,21,1,1,23.8,0,-0.97834901,-0.9311703,-0.964195397,0,0.044025136,0,1.753638159,1.842918982
8,4,45,30,1,4,18,1,1,16.67,11.11,-1.468075488,0.197347822,-0.968448495,0,0.043373098,0,1.270385417,3.092413978
8,4,45,30,1,4,18,2,1,16.67,11.11,-1.468075488,0.197347822,-0.968448495,0,0.043373098,0,1.270385417,3.092413978
7,4,37,30,1,4,21,1,1,23.8,0,-0.635926857,-1.745944312,-0.968932094,0,0.043299541,0,2.091533805,0.94080139
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.783918998,-1.406089716,-0.970570213,0,0.043051259,0,1.945497984,1.317088318
9,6,55,20,0,6,20,1,1,30,5,-0.865668641,-1.219189244,-0.971724822,0,0.042877073,0,1.864828997,1.524024476
1,4,4,40,2,5,21,1,1,33.33,4.76,-1.190263358,-0.493678249,-0.981287825,0,0.041459931,0,1.544525125,2.327310077
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.787682673,-1.442685956,-0.984183658,0,0.041039666,0,1.941784062,1.27656897
4,2,19,30,1,4,22,2,1,22.73,9.09,-1.272221756,-0.313891249,-0.984722604,0,0.040961899,0,1.463650142,2.5263702
2,3,8,50,2,4,19,1,2,10.53,78.95,-1.00623059,-0.949081449,-0.989085848,0,0.040337459,0,1.726125148,1.823087762
2,3,8,50,2,4,19,2,2,10.53,78.95,-1.00623059,-0.949081449,-0.989085848,0,0.040337459,0,1.726125148,1.823087762
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.524958205,-2.093767675,-0.995601046,0,0.039421912,0,2.201035552,0.555691445
9,6,54,30,1,6,21,1,1,38.1,9.52,-1.170542618,-0.595428518,-0.998008388,0,0.039088664,0,1.563985175,2.214652203
9,4,52,20,0,4,25,1,1,16,16,-1.382571671,-0.11628038,-1.002684284,0,0.038449051,0,1.354758952,2.745164907
7,6,39,40,2,6,21,2,1,19.05,4.76,-0.781464665,-1.52030285,-1.003116121,0,0.038390487,0,1.947919873,1.190631563
5,4,24,20,0,4,19,2,1,5.26,0,-1.324239645,-0.261711453,-1.005481187,0,0.038071256,0,1.412319882,2.584143658
1,5,5,30,1,5,20,1,1,36.84,5.2,-1.037235386,-0.934544925,-1.006428248,0,0.037944136,0,1.695530207,1.839182598
7,3,36,30,1,4,22,1,1,27.27,9.1,-1.034574989,-0.95962362,-1.012089578,0,0.037192666,0,1.698155436,1.811415473
4,1,18,30,1,3,25,1,1,20,8,-0.606272697,-1.961635378,-1.012881501,0,0.03708869,0,2.120795964,0.701988293
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.997420589,-1.064748749,-1.017619037,0,0.036472458,0,1.734818689,1.695020955
9,3,51,20,0,4,24,2,1,29.17,4.17,-1.15490805,-0.721742441,-1.024958367,0,0.03553712,0,1.579413068,2.074797457
6,3,31,20,0,5,22,1,1,13.64,4.55,-1.105726471,-0.842373413,-1.026720554,0,0.03531599,0,1.627944512,1.941234874
1,4,4,40,2,5,21,2,1,33.33,4.76,-1.059396706,-0.964916577,-1.031052667,0,0.034777965,0,1.67366184,1.805555112
2,5,10,20,0,6,19,1,2,15.79,42.1,-1.161941086,-0.72595904,-1.031146472,0,0.034766402,0,1.572473003,2.07012884
2,1,6,40,2,3,22,2,2,13.64,77.27,-1.069040512,-0.951146707,-1.033672371,0,0.034456436,0,1.664145516,1.820801109
5,6,26,30,1,5,22,1,1,4.54,9.09,-1.037308105,-1.031183181,-1.035470628,0,0.03423738,0,1.69545845,1.732184744
3,2,13,,,4,22,2,1,40.9,13.64,-0.798243507,-1.58925359,-1.035546532,0,0.034228163,0,1.931362832,1.11428932
3,2,13,,,4,22,2,2,40.9,13.64,-1.030844263,-1.051352375,-1.036996697,0,0.03405253,0,1.701836845,1.709853417
6,4,32,30,1,5,23,1,1,26.09,26.09,-0.808080145,-1.600490447,-1.045803236,0,0.033004394,0,1.921656226,1.101847875
2,3,8,50,2,4,19,1,2,10.53,78.95,-1.173935688,-0.753075497,-1.047677631,0,0.032785344,0,1.560636958,2.040105505
5,6,26,30,1,5,22,1,1,4.54,9.09,-1.241065054,-0.599068324,-1.048466035,0,0.032693626,0,1.494394981,2.210622211
9,5,53,30,1,5,20,1,1,5,20,-1.098700531,-0.935219041,-1.049656084,0,0.03255565,0,1.634877575,1.838436217
7,1,34,30,1,3,23,1,1,8.7,4.35,-1.164640739,-0.802916354,-1.056123424,0,0.031815556,0,1.569809036,1.98492172
3,1,12,40,2,3,20,2,1,20,10,-1.047089831,-1.086363109,-1.058871814,0,0.031505969,0,1.685806029,1.671089541
1,3,3,20,0,6,21,2,1,19.05,9.52,-1.048176155,-1.098408625,-1.063245896,0,0.031019233,0,1.684734065,1.657752748
9,6,54,30,1,6,21,1,1,38.1,9.52,-1.170542618,-0.822773951,-1.066212018,0,0.030693301,0,1.563985175,1.962935394
9,6,54,30,1,6,21,2,1,38.1,9.52,-1.170542618,-0.822773951,-1.066212018,0,0.030693301,0,1.563985175,1.962935394
2,2,7,40,2,3,19,1,2,5.26,63.15,-0.882356813,-1.510488844,-1.070796422,0,0.030196029,0,1.848361427,1.201497628
5,5,25,40,2,5,22,1,1,18.18,9.09,-1.153596998,-0.882755255,-1.072344475,0,0.030029872,0,1.580706789,1.896524108
1,2,2,20,0,4,19,1,1,15.78,5.26,-1.040720049,-1.163219674,-1.077469937,0,0.029486012,0,1.692091608,1.58599397
9,6,54,30,1,6,21,2,1,38.1,9.52,-0.811690137,-1.732155687,-1.087829802,0,0.028415613,0,1.918093954,0.956068152
7,8,41,30,1,6,21,1,1,19.05,0,-1.191521188,-0.866415499,-1.093989481,0,0.027797083,0,1.543283922,1.914615482
5,3,23,50,3,4,20,1,1,10,10,-1.069970656,-1.151874838,-1.094541911,0,0.02774225,0,1.663227668,1.59855497
4,2,19,30,1,4,22,1,1,22.73,9.09,-1.108544103,-1.064500757,-1.095331099,0,0.0276641,0,1.625164126,1.695295532
7,2,35,30,1,3,21,1,1,14.29,4.76,-1.179388675,-0.910932086,-1.098851698,0,0.027318051,0,1.555256055,1.865326728
7,2,35,30,1,3,21,2,1,14.29,4.76,-1.179388675,-0.910932086,-1.098851698,0,0.027318051,0,1.555256055,1.865326728
9,2,50,20,0,3,20,1,1,15,15,-0.988217297,-1.367508223,-1.102004575,0,0.027011704,0,1.743900322,1.359805738
1,3,3,20,0,6,21,1,1,19.05,9.52,-1.178422896,-0.92626996,-1.102777015,0,0.026937159,0,1.556209067,1.848344637
9,4,52,20,0,4,25,1,1,16,16,-1.152143059,-0.98838323,-1.10301511,0,0.026914221,0,1.582141509,1.779572839
8,7,48,40,2,6,20,2,1,20,20,-1.119594987,-1.080613264,-1.10790047,0,0.026447731,0,1.614259325,1.677455768
5,6,26,30,1,5,22,2,1,4.54,9.09,-1.241065054,-0.815125753,-1.113283264,0,0.025942806,0,1.494394981,1.971403477
2,2,7,40,2,3,19,1,2,5.26,63.15,-1.152756482,-1.026792978,-1.114967431,0,0.025786753,0,1.581536194,1.737045576
7,5,38,30,1,5,21,1,1,23.8,9.5,-1.064068781,-1.236443389,-1.115781163,0,0.025711679,0,1.669051525,1.504920691
9,4,52,20,0,4,25,1,1,16,16,-0.921714447,-1.569785129,-1.116135652,0,0.025679041,0,1.809524065,1.135844795
3,1,12,40,2,3,20,1,1,20,10,-1.047089831,-1.283883674,-1.118127984,0,0.02549635,0,1.685806029,1.452394818
4,2,19,30,1,4,22,1,1,22.73,9.09,-1.272221756,-0.764256954,-1.119832315,0,0.025341068,0,1.463650142,2.027725399
8,4,45,30,1,4,18,1,2,16.67,11.11,-1.18695465,-0.986739108,-1.126889987,0,0.024707747,0,1.547790095,1.781393211
2,4,9,40,2,5,20,1,2,5,70,-1.472353741,-0.321196857,-1.127006676,0,0.024697406,0,1.266163719,2.518281433
3,6,17,30,1,4,22,1,1,9.1,9.09,-0.998071365,-1.432277926,-1.128333333,0,0.024580132,0,1.734176516,1.288092738
6,4,32,30,1,5,23,2,1,26.09,26.09,-1.284640231,-0.782461996,-1.133986761,0,0.02408641,0,1.451395828,2.007568781
4,3,20,,,4,22,1,1,13.64,13.64,-1.016594593,-1.440787526,-1.143852473,0,0.02324779,0,1.715898148,1.278670911
4,1,18,30,1,3,25,2,1,20,8,-1.651570451,0.040033375,-1.144089303,0,0.023228011,0,1.08931609,2.918235459
7,3,36,30,1,4,22,2,1,27.27,9.1,-1.410784076,-0.524330432,-1.144847983,0,0.02316476,0,1.326919489,2.293371987
7,6,39,40,2,6,21,1,1,19.05,4.76,-1.172196998,-1.085930607,-1.146317081,0,0.023042759,0,1.562352664,1.671568407
2,4,9,40,2,5,20,1,2,5,70,-1.162384532,-1.124188999,-1.150925872,0,0.022664058,0,1.572035419,1.629208724
7,6,39,40,2,6,21,2,1,19.05,4.76,-1.367563164,-0.651558364,-1.152761724,0,0.022514899,0,1.36956906,2.152505251
1,3,3,20,0,6,21,1,1,19.05,9.52,-1.178422896,-1.098408625,-1.154418615,0,0.0223811,0,1.556209067,1.657752748
5,5,25,40,2,5,22,1,1,18.18,9.09,-1.353432699,-0.697797011,-1.156741993,0,0.022194782,0,1.383512734,2.101309832
5,1,21,30,1,3,21,2,1,23.81,23.81,-1.175496496,-1.121619444,-1.15933338,0,0.021988751,0,1.559096783,1.632053735
7,1,34,30,1,3,23,1,2,8.7,4.35,-1.164640739,-1.158052434,-1.162664248,0,0.021726659,0,1.569809036,1.591715137
5,3,23,50,3,4,20,1,1,10,10,-1.266295547,-0.92149987,-1.162856844,0,0.021711598,0,1.469498012,1.85362608
9,1,49,30,1,3,21,1,2,9.52,19.05,-1.278642235,-0.896870004,-1.164110566,0,0.021613803,0,1.457314536,1.880896261
2,5,10,20,0,6,19,1,2,15.79,42.1,-1.161941086,-1.170901678,-1.164629264,0,0.021573468,0,1.572473003,1.577488457
4,2,19,30,1,4,22,2,1,22.73,9.09,-1.272221756,-0.914378856,-1.164868886,0,0.02155486,0,1.463650142,1.861510465
2,3,8,50,2,4,19,1,2,10.53,78.95,-1.173935688,-1.1450874,-1.165281202,0,0.021522877,0,1.560636958,1.60607002
7,8,41,30,1,6,21,1,1,19.05,0,-1.191521188,-1.105819781,-1.165810766,0,0.021481866,0,1.543283922,1.649547118
5,7,27,30,1,6,24,1,1,16.67,0,-1.165428704,-1.173805504,-1.167941744,0,0.021317608,0,1.569031488,1.574273342
8,7,48,40,2,6,20,1,1,20,20,-1.119594987,-1.294596089,-1.172095318,0,0.021000953,0,1.614259325,1.440534035
5,7,27,30,1,6,24,2,1,16.67,0,-1.298620556,-0.886342932,-1.174937269,0,0.020786936,0,1.43760031,1.892551833
8,5,46,30,1,5,22,2,2,22.73,9.09,-1.189159577,-1.146138216,-1.176253169,0,0.020688562,0,1.545614315,1.604906557
5,6,26,30,1,5,22,1,1,4.54,9.09,-1.241065054,-1.031183181,-1.178100492,0,0.020551224,0,1.494394981,1.732184744
1,3,3,20,0,6,21,1,2,19.05,9.52,-0.917929414,-1.786963286,-1.178639576,0,0.020511314,0,1.813259063,0.895385192
9,5,53,30,1,5,20,2,1,5,20,-1.098700531,-1.380561442,-1.183258804,0,0.020172421,0,1.634877575,1.345353217
9,1,49,30,1,3,21,1,1,9.52,19.05,-1.090869599,-1.399117207,-1.183343881,0,0.020166231,0,1.642604989,1.324808278
6,2,30,30,1,4,23,1,1,8.7,13.04,-1.103267589,-1.374289114,-1.184574047,0,0.02007693,0,1.63037089,1.352297937
1,1,1,40,2,6,20,1,1,5,10,-1.238463734,-1.067659494,-1.187222462,0,0.019885981,0,1.496961914,1.691798179
2,6,11,30,1,6,20,1,1,15,20,-1.204968467,-1.157302301,-1.190668617,0,0.019640166,0,1.530014404,1.592545684
3,4,15,30,1,5,20,2,1,35,5,-1.19563979,-1.181155777,-1.191294586,0,0.019595834,0,1.539219765,1.566135121
7,5,38,30,1,5,21,2,2,23.8,9.5,-1.296833827,-0.947939932,-1.192165659,0,0.019534307,0,1.43936342,1.824351649
7,5,38,30,1,5,21,1,1,23.8,9.5,-1.296833827,-0.947939932,-1.192165659,0,0.019534307,0,1.43936342,1.824351649
1,5,5,30,1,5,20,2,1,36.84,5.2,-1.309062591,-0.934544925,-1.196707291,0,0.019216554,0,1.427296309,1.839182598
9,6,55,20,0,6,20,2,1,30,5,-1.355669759,-0.849737958,-1.203890219,0,0.018724275,0,1.381305245,1.933080852
7,7,40,20,0,6,22,2,1,22.73,4.55,-1.252214764,-1.105894096,-1.208318564,0,0.018426938,0,1.48339266,1.649464837
3,6,17,30,1,4,22,1,1,9.1,9.09,-1.269152476,-1.072846964,-1.210260822,0,0.018297987,0,1.466678849,1.686054613
7,6,39,40,2,6,21,1,1,19.05,4.76,-1.172196998,-1.303116728,-1.211472917,0,0.01821796,0,1.562352664,1.431099985
5,2,22,40,2,3,19,1,1,21.05,21.06,-1.136280085,-1.38721149,-1.211559507,0,0.018212256,0,1.597794789,1.337990285
