School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted,AveAca_converted,AveSocio_converted
9,3,51,20,0,4,24,1,1,29.17,4.17,0.419966564,0.307276485,0.38615954,1,0.860673964,0,3.13346928,3.214126967
9,1,49,30,1,3,21,1,1,9.52,19.05,0.599084124,-0.143499201,0.376309127,1,0.856382214,0,3.31021907,2.715028235
2,6,11,30,1,6,20,1,1,15,20,0.146398038,0.912669294,0.376279415,1,0.856369103,0,2.86351708,3.884417741
2,5,10,20,0,6,19,2,1,15.79,42.1,0.273953589,0.608868873,0.374428174,1,0.855550212,0,2.989386463,3.548049987
6,5,33,40,2,6,20,1,1,10,15,0.4709395,0.141050657,0.371972847,1,0.854458083,0,3.183768401,3.03008177
4,3,20,,,4,22,1,1,13.64,13.64,-4.51E-16,1.237859706,0.371357912,1,0.854183483,0,2.71905429,4.244468488
7,3,36,30,1,4,22,2,1,27.27,9.1,0.094052272,0.999195728,0.365595309,1,0.851589122,0,2.811863277,3.980219788
2,3,8,50,2,4,19,1,1,10.53,78.95,0.503115295,0.030948308,0.361465199,1,0.849706204,0,3.215518861,2.908176475
2,2,7,40,2,3,19,1,2,5.26,63.15,0.334441695,0.424294619,0.361397572,1,0.849675208,0,3.049074972,3.343689417
2,4,9,40,2,5,20,1,2,5,70,0.077492302,1.01712338,0.359381625,1,0.848748812,0,2.795522215,4.00006928
2,4,9,40,2,5,20,1,1,5,70,0.077492302,1.01712338,0.359381625,1,0.848748812,0,2.795522215,4.00006928
4,1,18,30,1,3,25,1,1,20,8,0.700349495,-0.460383813,0.352129503,1,0.845377117,0,3.410145805,2.364173668
4,1,18,30,1,3,25,1,1,20,8,0.700349495,-0.460383813,0.352129503,1,0.845377117,0,3.410145805,2.364173668
5,5,25,40,2,5,22,2,1,18.18,9.09,0.245252905,0.596910696,0.350750242,1,0.844728909,0,2.961065176,3.534809896
9,5,53,30,1,5,20,1,1,5,20,0.422577127,0.17813696,0.349245077,1,0.844018984,0,3.136045334,3.071143716
6,3,31,20,0,5,22,1,1,13.64,4.55,0.363628168,0.30394917,0.345724469,1,0.842348054,0,3.077875626,3.210442965
9,1,49,30,1,3,21,1,1,9.52,19.05,0.223538852,0.609871603,0.339438677,1,0.839328338,0,2.939638163,3.54916021
8,4,45,30,1,4,18,1,1,16.67,11.11,0.780891217,-0.690717375,0.339408639,1,0.839313796,0,3.489622839,2.109148403
7,6,39,40,2,6,21,1,1,19.05,4.76,0.390732333,0.217186121,0.338668469,1,0.838955107,0,3.104621499,3.114378938
7,6,39,40,2,6,21,1,1,19.05,4.76,0.390732333,0.217186121,0.338668469,1,0.838955107,0,3.104621499,3.114378938
4,3,20,,,4,22,1,1,13.64,13.64,0.813275675,-0.771125718,0.337955257,1,0.838608866,0,3.521579205,2.020120305
7,4,37,30,1,4,21,2,1,23.8,0,0.048917451,0.969969062,0.325232934,1,0.832330528,0,2.767325097,3.94786003
2,1,6,40,2,3,22,1,2,13.64,77.27,0.529330739,-0.156517813,0.323576173,1,0.831498637,0,3.241387761,2.700614031
6,5,33,40,2,6,20,1,1,10,15,0.246682595,0.493677301,0.320781007,1,0.830087624,0,2.962475967,3.420509906
7,4,37,30,1,4,21,1,1,23.8,0,0.391339604,0.15519505,0.320496238,1,0.829943341,0,3.105220742,3.045742439
9,5,53,30,1,5,20,1,1,5,20,0.084515425,0.846150561,0.313005966,1,0.826112984,0,2.802452499,3.810768216
3,4,15,30,1,5,20,1,1,35,5,0.461682691,-0.042692377,0.310370171,1,0.824748875,0,3.174633958,2.826641527
7,5,38,30,1,5,21,1,1,23.8,9.5,0.099756448,0.783080813,0.304753758,1,0.821813913,0,2.817492049,3.740937406
7,5,38,30,1,5,21,1,1,23.8,9.5,0.099756448,0.783080813,0.304753758,1,0.821813913,0,2.817492049,3.740937406
6,1,29,40,2,3,23,1,1,8.7,26.08,0.224520438,0.488364302,0.303673597,1,0.821245029,0,2.940606773,3.414627355
5,7,27,30,1,6,24,1,1,16.67,0,0.566065371,-0.311417787,0.302820424,1,0.820794681,0,3.277636795,2.529108817
7,2,35,30,1,3,21,1,1,14.29,4.76,0.356559367,0.175975517,0.302384212,1,0.820564082,0,3.070900268,3.068750567
8,5,46,30,1,5,22,1,1,22.73,9.09,0.433259691,-0.01032557,0.300184113,1,0.819397459,0,3.146586684,2.862478048
5,6,26,30,1,5,22,1,1,4.54,9.09,0.592747488,-0.383010896,0.300019973,1,0.819310184,0,3.303966198,2.449840943
1,1,1,40,2,6,20,1,2,5,10,0.204406636,0.522471667,0.299826145,1,0.819207081,0,2.920758857,3.452391021
8,7,48,40,2,6,20,1,1,20,20,0.245764753,0.417266508,0.29721528,1,0.817813777,0,2.961570258,3.335907894
4,3,20,,,4,22,1,1,13.64,13.64,-0.203318919,1.461080308,0.296000849,1,0.81716283,0,2.518423061,4.491618285
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.027427644,1.045501599,0.294451129,1,0.816329525,0,2.691989214,4.031489637
7,7,40,20,0,6,22,2,1,22.73,4.55,0.297401006,0.274512719,0.29053452,1,0.814210303,0,3.012523927,3.177850933
4,1,18,30,1,3,25,2,1,20,8,0.177700618,0.540450563,0.286525602,1,0.812021494,0,2.894405868,3.472297251
8,3,44,30,1,4,22,2,1,27.27,18.18,0.426895181,-0.067520538,0.278570465,1,0.807619109,0,3.140306307,2.799151793
5,4,24,20,0,4,19,1,1,5.26,0,0.20064237,0.448648205,0.275044121,1,0.805642462,0,2.917044352,3.370653702
7,1,34,30,1,3,23,1,1,8.7,4.35,0.270363029,0.262491885,0.268001686,1,0.801648538,0,2.985843367,3.164541469
7,1,34,30,1,3,23,1,1,8.7,4.35,0.270363029,0.262491885,0.268001686,1,0.801648538,0,2.985843367,3.164541469
6,5,33,40,2,6,20,1,1,10,15,0.4709395,-0.211575986,0.266184854,1,0.800608126,0,3.183768401,2.639653635
3,6,17,30,1,4,22,1,1,9.1,9.09,0.221793637,0.364876886,0.264718612,1,0.799765473,0,2.937916018,3.277902117
5,2,22,40,2,3,19,1,1,21.05,21.06,0.482919036,-0.265636243,0.258352452,1,0.796075645,0,3.195589578,2.579798131
2,4,9,40,2,5,20,1,1,5,70,0.387461511,-0.053532809,0.255163215,1,0.79420809,0,3.101393914,2.814639003
6,4,32,30,1,5,23,2,1,26.09,26.09,-0.013813336,0.853594905,0.246409136,1,0.789016361,0,2.705423554,3.819010592
4,3,20,,,4,22,1,1,13.64,13.64,0.203318919,0.344977295,0.245816432,1,0.788661377,0,2.919685519,3.255869295
2,5,10,20,0,6,19,1,1,15.79,42.1,0.273953589,0.163926235,0.240945383,1,0.785727304,0,2.989386463,3.055409604
8,6,47,50,3,6,21,1,1,23.81,0,1.089880934,-1.749620034,0.238030644,1,0.783957382,0,3.794527995,0.936731631
8,2,43,40,2,3,16,1,1,25,25,0.141233171,0.455289454,0.235450056,1,0.782381476,0,2.858420488,3.378006891
8,2,43,40,2,3,16,1,1,25,25,0.141233171,0.455289454,0.235450056,1,0.782381476,0,2.858420488,3.378006891
2,5,10,20,0,6,19,1,1,15.79,42.1,0.453440424,-0.281016403,0.233103376,1,0.780941162,0,3.166500646,2.562769222
5,7,27,30,1,6,24,1,1,16.67,0,0.033297963,0.694701217,0.231718939,1,0.780088204,0,2.751912085,3.643083538
3,4,15,30,1,5,20,1,2,35,5,0.224922337,0.241923472,0.230022678,1,0.779039854,0,2.94100336,3.141768127
7,4,37,30,1,4,21,2,1,23.8,0,1.076183912,-1.745944312,0.229545445,1,0.778744257,0,3.781012035,0.94080139
8,6,47,50,3,6,21,1,1,23.81,0,0.209592487,0.275530714,0.229373955,1,0.778637967,0,2.925876156,3.178978057
8,6,47,50,3,6,21,2,1,23.81,0,0.209592487,0.275530714,0.229373955,1,0.778637967,0,2.925876156,3.178978057
8,6,47,50,3,6,21,1,1,23.81,0,0.209592487,0.275530714,0.229373955,1,0.778637967,0,2.925876156,3.178978057
7,5,38,30,1,5,21,2,1,23.8,9.5,-0.133008598,1.07158427,0.228369262,1,0.778014515,0,2.587803944,4.060368365
9,4,52,20,0,4,25,1,1,16,16,0,0.75582247,0.226746741,1,0.777005005,0,2.71905429,3.710756975
6,2,30,30,1,4,23,2,2,8.7,13.04,0.178305873,0.334286541,0.225100073,1,0.775977101,0,2.895003123,3.244032495
8,3,44,30,1,4,22,1,1,27.27,18.18,0.586076435,-0.624564978,0.222884011,1,0.774588404,0,3.297383331,2.182392321
9,6,54,30,1,6,21,1,1,38.1,9.52,0.085441067,0.541298652,0.222198343,1,0.774157485,0,2.803365904,3.473236255
5,8,28,20,0,6,24,2,1,16.67,0,-0.044299631,0.838018543,0.220395821,1,0.773021857,0,2.67534026,3.801764447
6,4,32,30,1,5,23,1,1,26.09,26.09,0.145040026,0.362777835,0.210361369,1,0.766625746,0,2.86217702,3.275578049
5,7,27,30,1,6,24,1,1,16.67,0,0.432873519,-0.311417787,0.209586127,1,0.76612637,0,3.146205617,2.529108817
5,6,26,30,1,5,22,1,2,4.54,9.09,0.18523359,0.265161389,0.20921193,1,0.76588506,0,2.901839261,3.167497143
8,6,47,50,3,6,21,1,1,23.81,0,0.796451452,-1.171005535,0.206214356,1,0.76394572,0,3.504977382,1.577373467
5,1,21,30,1,3,21,1,1,23.81,23.81,0.538769227,-0.578065406,0.203718837,1,0.762322673,0,3.250701481,2.233876636
9,4,52,20,0,4,25,1,1,16,16,0.460857224,-0.40698133,0.200505658,1,0.760221484,0,3.173819403,2.423300885
9,5,53,30,1,5,20,1,2,5,20,0.591607978,-0.712547841,0.200361232,1,0.76012674,0,3.302841752,2.084977716
2,4,9,40,2,5,20,1,2,5,70,0.077492302,0.481795285,0.198783197,1,0.759089849,0,2.795522215,3.407354141
2,4,9,40,2,5,20,1,2,5,70,0.077492302,0.481795285,0.198783197,1,0.759089849,0,2.795522215,3.407354141
9,1,49,30,1,3,21,1,1,9.52,19.05,0.223538852,0.107624401,0.188764517,1,0.752435017,0,2.939638163,2.993072227
3,2,13,,,4,22,2,1,40.9,13.64,0.015859143,0.56235127,0.179806781,1,0.746380402,0,2.73470379,3.496545708
8,1,42,30,1,3,16,1,1,18.75,18.75,0.384574639,-0.308040036,0.176790236,1,0.744319419,0,3.098545204,2.532848662
8,1,42,30,1,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,0.176790236,1,0.744319419,0,3.098545204,2.532848662
8,1,42,30,1,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,0.176790236,1,0.744319419,0,3.098545204,2.532848662
8,1,42,30,1,3,16,2,1,18.75,18.75,0.384574639,-0.308040036,0.176790236,1,0.744319419,0,3.098545204,2.532848662
3,5,16,30,1,5,22,1,1,18.18,4.55,0.088827636,0.380470857,0.176320602,1,0.743997556,0,2.806707706,3.295167758
8,6,47,50,3,6,21,1,1,23.81,0,0.503021969,-0.592391035,0.174398068,1,0.742677155,0,3.215426769,2.218015303
8,6,47,50,3,6,21,1,1,23.81,0,0.503021969,-0.592391035,0.174398068,1,0.742677155,0,3.215426769,2.218015303
8,4,45,30,1,4,18,2,1,16.67,11.11,-0.343592135,1.381434751,0.173915931,1,0.742345319,0,2.380004129,4.403434743
7,7,40,20,0,6,22,2,1,22.73,4.55,0.641760066,-0.933343244,0.169229073,1,0.739104862,0,3.352330875,1.840513099
8,7,48,40,2,6,20,2,1,20,20,0.518836701,-0.652647615,0.167391406,1,0.737827071,0,3.231032444,2.151299232
9,6,54,30,1,6,21,2,1,38.1,9.52,-0.093985174,0.768644086,0.164803604,1,0.736020791,0,2.626311514,3.724953065
9,5,53,30,1,5,20,1,1,5,20,0.253546276,-0.04453424,0.164122121,1,0.73554378,0,2.969248916,2.824602216
6,5,33,40,2,6,20,1,1,10,15,0.02242569,0.493677301,0.163801173,1,0.735318935,0,2.741183533,3.420509906
2,1,6,40,2,3,22,1,2,13.64,77.27,0.300991989,-0.156517813,0.163739048,1,0.735275399,0,3.01606744,2.700614031
2,1,6,40,2,3,22,1,1,13.64,77.27,0.072653239,0.373234784,0.162827703,1,0.734636203,0,2.79074712,3.28715598
2,1,6,40,2,3,22,1,2,13.64,77.27,0.072653239,0.373234784,0.162827703,1,0.734636203,0,2.79074712,3.28715598
2,6,11,30,1,6,20,1,1,15,20,-0.078829713,0.724490058,0.162166218,1,0.73417163,0,2.641266634,3.676065736
3,3,14,20,0,5,23,1,1,26.09,4.3,0.135956794,0.222199902,0.161829726,1,0.733935105,0,2.85321386,3.119930195
7,1,34,30,1,3,23,1,1,8.7,4.35,0.270363029,-0.092644195,0.161460862,1,0.733675669,0,2.985843367,2.771334886
6,4,32,30,1,5,23,1,1,26.09,26.09,0.145040026,0.199172144,0.161279661,1,0.733548164,0,2.86217702,3.094433867
4,2,19,30,1,4,22,1,1,22.73,9.09,0.364554772,-0.313891249,0.161020966,1,0.733366061,0,3.078789981,2.5263702
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.05249582,0.650282793,0.158337764,1,0.731472565,0,2.667252417,3.59390347
3,6,17,30,1,4,22,1,1,9.1,9.09,0.221793637,0.005445924,0.156889323,1,0.730446857,0,2.937916018,2.879940242
9,1,49,30,1,3,21,1,1,9.52,19.05,-0.15200642,0.860995204,0.151894067,1,0.726890386,0,2.569057256,3.827204201
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.013515845,0.536870619,0.151600094,1,0.726680166,0,2.705717112,3.468333538
9,6,54,30,1,6,21,1,1,38.1,9.52,0.264867308,-0.14073765,0.143185821,1,0.720620086,0,2.980420295,2.718085824
6,2,30,30,1,4,23,1,1,8.7,13.04,0.178305873,0.049523932,0.139671291,1,0.718064397,0,2.895003123,2.928743402
7,6,39,40,2,6,21,1,2,19.05,4.76,0.195366166,4.82E-16,0.136756316,1,0.715933838,0,2.911837894,2.873910516
4,1,18,30,1,3,25,1,1,20,8,0.177700618,0.040033375,0.136400445,1,0.71567306,0,2.894405868,2.918235459
5,8,28,20,0,6,24,2,1,16.67,0,0.132898894,0.138455238,0.134565797,1,0.714326341,0,2.850196382,3.027208123
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.148316503,0.790044096,0.133191677,1,0.713315141,0,2.572698396,3.748647151
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,0.132893755,1,0.713095619,0,2.662991315,3.511154016
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,0.132893755,1,0.713095619,0,2.662991315,3.511154016
9,2,50,20,0,3,20,1,1,15,15,0.188231866,0,0.131762306,1,0.71226099,0,2.904797903,2.873910516
9,2,50,20,0,3,20,1,1,15,15,-0.047057967,0.547003289,0.13116041,1,0.711816398,0,2.672618386,3.479552427
9,2,50,20,0,3,20,2,1,15,15,-0.047057967,0.547003289,0.13116041,1,0.711816398,0,2.672618386,3.479552427
7,6,39,40,2,6,21,2,1,19.05,4.76,-4.34E-16,0.434372243,0.130311673,1,0.711188774,0,2.71905429,3.35484736
5,5,25,40,2,5,22,1,1,18.18,9.09,0.245252905,-0.142922279,0.12880035,1,0.710069151,0,2.961065176,2.715667003
1,1,1,40,2,6,20,1,1,5,10,0.444885031,-0.613336305,0.12741863,1,0.709043273,0,3.158058348,2.194824705
3,5,16,30,1,5,22,1,1,18.18,4.55,-0.061496055,0.566478831,0.126896411,1,0.70865498,0,2.658371157,3.501115743
9,4,52,20,0,4,25,2,1,16,16,0.230428612,-0.11628038,0.126415914,1,0.708297438,0,2.946436847,2.745164907
2,2,7,40,2,3,19,1,1,5.26,63.15,-0.071157808,0.585526574,0.125847507,1,0.707874144,0,2.648837123,3.522205399
8,2,43,40,2,3,16,1,1,25,25,0.464051847,-0.665423048,0.125209379,1,0.707398494,0,3.176971796,2.137154276
2,2,7,40,2,3,19,1,2,5.26,63.15,0.064042027,0.263062664,0.123748218,1,0.706307642,0,2.78224974,3.165173435
6,1,29,40,2,3,23,1,2,8.7,26.08,0.224520438,-0.124310913,0.119871033,1,0.703401462,0,2.940606773,2.736273503
7,7,40,20,0,6,22,1,1,22.73,4.55,0.125221476,0.101961867,0.118243593,1,0.7021766,0,2.842620453,2.986802671
4,2,19,30,1,4,22,2,2,22.73,9.09,0.364554772,-0.464013151,0.115984395,1,0.700471383,0,3.078789981,2.360155266
9,5,53,30,1,5,20,1,1,5,20,0.084515425,0.17813696,0.112601886,1,0.69790777,0,2.802452499,3.071143716
7,3,36,30,1,4,22,1,1,27.27,9.1,0.282156815,-0.306683837,0.105504619,1,0.692488078,0,2.99748125,2.534350245
7,8,41,30,1,6,21,1,1,19.05,0,-0.094067462,0.570010196,0.105155835,1,0.692220328,0,2.626230314,3.505025669
5,5,25,40,2,5,22,1,1,18.18,9.09,0.445088606,-0.697797011,0.102222921,1,0.689963661,0,3.158259232,2.101309832
1,3,3,20,0,6,21,1,1,19.05,9.52,0.384537998,-0.58199263,0.09457881,1,0.684039042,0,3.098509048,2.229528415
5,6,26,30,1,5,22,1,1,4.54,9.09,0.388990539,-0.599068324,0.09257288,1,0.682474149,0,3.10290273,2.210622211
8,5,46,30,1,5,22,1,1,22.73,9.09,0.230457282,-0.237488099,0.090073668,1,0.680518574,0,2.946465138,2.61096375
7,4,37,30,1,4,21,1,1,23.8,0,-0.293504703,0.969969062,0.085537427,1,0.676952617,0,2.429429451,3.94786003
7,4,37,30,1,4,21,1,1,23.8,0,0.048917451,0.15519505,0.080800731,1,0.673206705,0,2.767325097,3.045742439
8,1,42,30,1,3,16,1,1,18.75,18.75,0.104883993,0.020536002,0.079579596,1,0.672237332,0,2.822551813,2.896647973
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.006202226,0.278700696,0.079268651,1,0.671990256,0,2.712934052,3.18248786
8,5,46,30,1,5,22,1,1,22.73,9.09,-0.175147535,0.671162018,0.078745331,1,0.671574209,0,2.546222045,3.617020943
5,2,22,40,2,3,19,1,2,21.05,21.06,0.213052516,-0.265636243,0.069445888,1,0.664135925,0,2.929290447,2.579798131
5,2,22,40,2,3,19,2,1,21.05,21.06,0.213052516,-0.265636243,0.069445888,1,0.664135925,0,2.929290447,2.579798131
5,7,27,30,1,6,24,1,1,16.67,0,0.166489815,-0.167686501,0.06623692,1,0.661549668,0,2.883343262,2.688248062
3,4,15,30,1,5,20,1,1,35,5,-0.011838018,0.241923472,0.064290429,1,0.659976103,0,2.70737276,3.141768127
5,4,24,20,0,4,19,1,1,5.26,0,0.048154169,0.093468376,0.061748431,1,0.657915723,0,2.766571905,2.97739868
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,0.060191181,1,0.656650519,0,2.594565254,3.421977646
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,0.060191181,1,0.656650519,0,2.594565254,3.421977646
6,5,33,40,2,6,20,1,1,10,15,0.02242569,0.141050657,0.05801318,1,0.654877188,0,2.741183533,3.03008177
8,6,47,50,3,6,21,1,1,23.81,0,0.209592487,-0.303083785,0.055789605,1,0.653062227,0,2.925876156,2.538336222
8,3,44,30,1,4,22,1,1,27.27,18.18,0.108532673,-0.067520538,0.05571671,1,0.65300265,0,2.82615226,2.799151793
6,2,30,30,1,4,23,1,1,8.7,13.04,0.178305873,-0.235238677,0.054242508,1,0.651796757,0,2.895003123,2.613454309
8,4,45,30,1,4,18,1,1,16.67,11.11,0.499770379,-0.986739108,0.053817533,1,0.651448761,0,3.212218162,1.781393211
9,2,50,20,0,3,20,1,2,15,15,0.423521699,-0.820504934,0.050313709,1,0.648573383,0,3.13697742,1.965447649
5,1,21,30,1,3,21,1,1,23.81,23.81,-0.146937062,0.509042671,0.049856858,1,0.648197659,0,2.574059602,3.43752244
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.046958054,0.274512719,0.049483178,1,0.647890198,0,2.672716979,3.177850933
4,2,19,30,1,4,22,1,1,22.73,9.09,0.200877119,-0.313891249,0.046446609,1,0.645387135,0,2.917275997,2.5263702
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.078008819,0.334286541,0.045679789,1,0.644753753,0,2.642076676,3.244032495
7,5,38,30,1,5,21,1,1,23.8,9.5,0.099756448,-0.082429559,0.045100646,1,0.644275048,0,2.817492049,2.782644528
1,2,2,20,0,4,19,2,1,15.78,5.26,0.243285206,-0.434609548,0.03991678,1,0.63997722,0,2.959123488,2.392710928
7,3,36,30,1,4,22,1,1,27.27,9.1,0.094052272,-0.089037243,0.039125418,1,0.639319086,0,2.811863277,2.775328502
3,6,17,30,1,4,22,1,2,9.1,9.09,-0.049287475,0.245066565,0.039018737,1,0.639230325,0,2.67041835,3.145248159
2,6,11,30,1,6,20,1,2,15,20,0.146398038,-0.216406121,0.03755679,1,0.638012972,0,2.86351708,2.634305711
8,4,45,30,1,4,18,1,1,16.67,11.11,0.218649541,-0.394695643,0.034645986,1,0.635583808,0,2.934813484,2.436903594
7,8,41,30,1,6,21,1,1,19.05,0,-0.094067462,0.330605914,0.033334551,1,0.634487063,0,2.626230314,3.239957305
2,5,10,20,0,6,19,1,1,15.79,42.1,0.453440424,-0.948430359,0.032879189,1,0.634105913,0,3.166500646,1.823808649
5,8,28,20,0,6,24,1,1,16.67,0,0.132898894,-0.211326415,0.029631301,1,0.631382416,0,2.850196382,2.63992996
5,1,21,30,1,3,21,1,1,23.81,23.81,0.367342655,-0.759250085,0.029364833,1,0.63115859,0,3.081541011,2.033269003
8,5,46,30,1,5,22,1,1,22.73,9.09,0.433259691,-0.918975687,0.027589078,1,0.629665535,0,3.146586684,1.856420855
6,4,32,30,1,5,23,1,2,26.09,26.09,0.303893388,-0.618856306,0.02706848,1,0.629227336,0,3.018930485,2.188712962
8,6,47,50,3,6,21,2,1,23.81,0,-0.083836995,0.275530714,0.023973318,1,0.626617618,0,2.636325544,3.178978057
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.006179854,0.080238854,0.019745758,1,0.62304097,0,2.712956128,2.962750956
9,1,49,30,1,3,21,2,2,9.52,19.05,0.411311488,-0.896870004,0.01885704,1,0.622287331,0,3.124928616,1.880896261
5,5,25,40,2,5,22,1,1,18.18,9.09,0.245252905,-0.512838767,0.017825403,1,0.621411741,0,2.961065176,2.306095556
3,2,13,,,4,22,1,1,40.9,13.64,-0.216741614,0.56235127,0.016986251,1,0.620698925,0,2.505177802,3.496545708
9,3,51,20,0,4,24,1,1,29.17,4.17,0.104991641,-0.207232978,0.011324255,1,0.615875598,0,2.822658038,2.644462212
8,2,43,40,2,3,16,1,1,25,25,0.141233171,-0.291852214,0.011307555,1,0.615861337,0,2.858420488,2.550771814
2,3,8,50,2,4,19,1,2,10.53,78.95,0.167705098,-0.361063595,0.00907449,1,0.613952543,0,2.88454248,2.47414099
5,3,23,50,3,4,20,1,1,10,10,0.10797869,-0.230374968,0.006472593,1,0.611723962,0,2.825605601,2.618839406
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.05249582,0.13577333,0.003984925,1,0.609588751,0,2.667252417,3.024238715
2,1,6,40,2,3,22,2,2,13.64,77.27,0.072653239,-0.156517813,0.003901923,1,0.609517434,0,2.79074712,2.700614031
6,3,31,20,0,5,22,2,1,13.64,4.55,0.037104915,-0.078158358,0.002525933,1,0.608334468,0,2.755668712,2.787373601
8,3,44,30,1,4,22,1,1,27.27,18.18,0.108532673,-0.253202018,1.23E-05,1,0.606170066,0,2.82615226,2.593565302
8,3,44,30,1,4,22,1,1,27.27,18.18,-0.050648581,0.118160942,-5.72E-06,1,0.606154561,0,2.669075237,3.004738283
9,6,55,20,0,6,20,1,1,30,5,0.2776673,-0.665012315,-0.005136585,1,0.601723397,0,2.993051082,2.137609039
9,5,53,30,1,5,20,1,1,5,20,-0.084515425,0.17813696,-0.005719709,1,0.601218698,0,2.635656082,3.071143716
5,8,28,20,0,6,24,1,1,16.67,0,-0.221498157,0.48823689,-0.008577643,1,0.598741969,0,2.500484136,3.414486284
1,4,4,40,2,5,21,1,1,33.33,4.76,-0.012463491,-0.02243992,-0.01545642,1,0.592759738,0,2.706755555,2.849065042
9,6,55,20,0,6,20,1,1,30,5,-0.212333818,0.443341543,-0.01563121,1,0.592607354,0,2.509527331,3.364778167
5,8,28,20,0,6,24,1,1,16.67,0,0.132898894,-0.386217241,-0.022835946,1,0.586310578,0,2.850196382,2.446290879
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.270316896,0.536870619,-0.028160641,1,0.581638102,0,2.452310736,3.468333538
9,2,50,20,0,3,20,1,1,15,15,-0.047057967,0,-0.032940577,1,0.577430763,0,2.672618386,2.873910516
9,4,52,20,0,4,25,1,1,16,16,0,-0.11628038,-0.034884114,1,0.575716695,0,2.71905429,2.745164907
8,4,45,30,1,4,18,1,1,16.67,11.11,0.499770379,-1.28276084,-0.034988987,1,0.57562415,0,3.212218162,1.45363802
6,4,32,30,1,5,23,1,1,26.09,26.09,0.145040026,-0.455250616,-0.035047167,1,0.575572807,0,2.86217702,2.369857143
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.056814004,0.014757569,-0.035342532,1,0.575312126,0,2.662991315,2.890250093
5,2,22,40,2,3,19,1,2,21.05,21.06,-0.056814004,0.014757569,-0.035342532,1,0.575312126,0,2.662991315,2.890250093
5,2,22,40,2,3,19,2,1,21.05,21.06,-0.056814004,0.014757569,-0.035342532,1,0.575312126,0,2.662991315,2.890250093
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.411414654,0.828120078,-0.039554234,1,0.571590358,0,2.313078162,3.790804869
6,1,29,40,2,3,23,1,1,8.7,26.08,-0.267286236,0.488364302,-0.040591075,1,0.570672829,0,2.455301334,3.414627355
2,4,9,40,2,5,20,1,1,5,70,0.077492302,-0.321196857,-0.042114446,1,0.569323847,0,2.795522215,2.518281433
3,6,17,30,1,4,22,2,1,9.1,9.09,-0.320368586,0.604497528,-0.042908752,1,0.568620046,0,2.402920684,3.543210035
5,4,24,20,0,4,19,1,1,5.26,0,0.20064237,-0.616891283,-0.044617726,1,0.56710483,0,2.917044352,2.190888635
5,6,26,30,1,5,22,1,2,4.54,9.09,0.18523359,-0.599068324,-0.050056984,1,0.562273738,0,2.901839261,2.210622211
8,4,45,30,1,4,18,1,1,16.67,11.11,0.218649541,-0.690717375,-0.054160534,1,0.558620834,0,2.934813484,2.109148403
6,3,31,20,0,5,22,1,1,13.64,4.55,0.037104915,-0.269212122,-0.054790196,1,0.558059726,0,2.755668712,2.575838919
8,3,44,30,1,4,22,2,2,27.27,18.18,-0.050648581,-0.067520538,-0.055710168,1,0.557239639,0,2.669075237,2.799151793
5,6,26,30,1,5,22,1,1,4.54,9.09,-0.018523359,-0.166953467,-0.063052391,1,0.550683313,0,2.700775793,2.689059677
2,6,11,30,1,6,20,1,1,15,20,-0.078829713,-0.028226885,-0.063648865,1,0.550149844,0,2.641266634,2.842657716
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.006179854,-0.203683244,-0.065430871,1,0.548555354,0,2.712956128,2.648392477
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.432589799,0.790044096,-0.06579963,1,0.548225266,0,2.292182933,3.748647151
5,5,25,40,2,5,22,1,1,18.18,9.09,0.045417205,-0.327880523,-0.066572113,1,0.54753365,0,2.763871121,2.510881279
8,6,47,50,3,6,21,1,1,23.81,0,-0.964125441,2.011374212,-0.071475545,1,0.543139152,0,1.767673706,5.100903564
1,5,5,30,1,5,20,2,1,36.84,5.2,-0.08584017,-0.046727246,-0.074106293,1,0.540778489,0,2.634348849,2.822174121
2,6,11,30,1,6,20,1,2,15,20,0.146398038,-0.592764593,-0.075350751,1,0.539661112,0,2.86351708,2.2176017
